datetime,GOOG,cash,commission,total,returns,equity_curve,drawdown
2018-12-10,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-12,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-13,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-19,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-20,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-21,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-26,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-27,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-28,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2018-12-31,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-03,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-04,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-09,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-10,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-16,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-22,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-23,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-28,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-29,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-30,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-01-31,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-04,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-05,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-06,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-12,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-13,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-19,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-20,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-21,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-22,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-26,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-27,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-02-28,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-04,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-05,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-06,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-12,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-13,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-19,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-20,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-21,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-22,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-26,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-27,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-28,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-03-29,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-03,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-04,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-05,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-09,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-10,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-11,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-12,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-16,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-17,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-18,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-22,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-23,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-24,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-25,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-26,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-29,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-04-30,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-05-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-05-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-05-03,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-05-06,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-05-07,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-05-08,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-05-09,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-05-10,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-05-13,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-05-14,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-05-15,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2019-05-16,153140000.0,-228830001.3,1.3,-75690001.30000001,-757.9000130000002,-756.9000130000002,757.9000130000002
2019-05-17,120860000.0,-228830001.3,1.3,-107970001.30000001,0.42647640963906275,-1079.7000130000001,1080.7000130000001
2019-05-20,135330000.0,-228830001.3,1.3,-93500001.30000001,-0.13401870728698417,-935.0000130000001,936.0000130000001
2019-05-21,115980000.0,-228830001.3,1.3,-112850001.30000001,0.2069518687803482,-1128.500013,1129.500013
2019-05-22,91450000.0,-228830001.3,1.3,-137380001.3,0.21736818535597124,-1373.800013,1374.800013
2019-05-23,119890000.0,-228830001.3,1.3,-108940001.30000001,-0.20701703108806124,-1089.4000130000002,1090.4000130000002
2019-05-24,111200000.0,-228830001.3,1.3,-117630001.30000001,0.07976867905544993,-1176.3000130000003,1177.3000130000003
2019-05-28,136500000.0,-228830001.3,1.3,-92330001.30000001,-0.21508118439509016,-923.3000130000003,924.3000130000003
2019-05-29,153820000.0,-228830001.3,1.3,-75010001.30000001,-0.1875879969255454,-750.1000130000002,751.1000130000002
2019-05-30,95190000.0,-228830001.3,1.3,-133640001.30000001,0.7816291025714193,-1336.4000130000004,1337.4000130000004
2019-05-31,150780000.0,-228830001.3,1.3,-78050001.30000001,-0.4159682689257801,-780.5000130000002,781.5000130000002
2019-06-03,513060000.0,-228830001.3,1.3,284229998.7,-4.641639897064293,2842.299987,0.0
2019-06-04,283350000.0,-228830001.3,1.3,54519998.69999999,-0.8081835170483009,545.199987,2297.1
2019-06-05,216840000.0,-228830001.3,1.3,-11990001.300000012,-1.219919324759632,-119.90001300000016,2962.2
2019-06-06,170320000.0,-228830001.3,1.3,-58510001.30000001,3.879899495924154,-585.1000130000003,3427.4
2019-06-07,180240000.0,-228830001.3,1.3,-48590001.30000001,-0.16954366398210963,-485.9000130000003,3328.2000000000003
2019-06-10,146420000.0,-228830001.3,1.3,-82410001.30000001,0.6960279706763455,-824.1000130000003,3666.4
2019-06-11,143670000.0,-228830001.3,1.3,-85160001.30000001,0.033369736156041,-851.6000130000003,3693.9
2019-06-12,106100000.0,-228830001.3,1.3,-122730001.30000001,0.4411695564405773,-1227.3000130000003,4069.6000000000004
2019-06-13,105770000.0,-228830001.3,1.3,-123060001.30000001,0.0026888291086493155,-1230.6000130000004,4072.9000000000005
2019-06-14,111150000.0,-228830001.3,1.3,-117680001.30000001,-0.04371851083346279,-1176.8000130000005,4019.1000000000004
2019-06-17,94160000.0,-228830001.3,1.3,-134670001.3,0.14437457352407423,-1346.7000130000006,4189.0
2019-06-18,138670000.0,-228830001.3,1.3,-90160001.30000001,-0.33051161780897675,-901.6000130000003,3743.9
2019-06-19,133880000.0,-228830001.3,1.3,-94950001.30000001,0.05312777208223052,-949.5000130000004,3791.8
2019-06-20,126200000.0,-228830001.3,1.3,-102630001.30000001,0.08088467503791397,-1026.3000130000005,3868.6000000000004
2019-06-21,194760000.0,-228830001.3,1.3,-34070001.30000001,-0.6680307817554318,-340.7000130000003,3183.0
2019-06-24,139560000.0,-228830001.3,1.3,-89270001.30000001,1.6201936569929036,-892.7000130000006,3735.0000000000005
2019-06-25,154690000.0,-228830001.3,1.3,-74140001.30000001,-0.16948582703784498,-741.4000130000005,3583.7000000000003
2019-06-26,181090000.0,-228830001.3,1.3,-47740001.30000001,-0.3560830798097112,-477.4000130000004,3319.7000000000003
2019-06-27,100430000.0,-228830001.3,1.3,-128400001.30000001,1.689568450011751,-1284.0000130000008,4126.300000000001
2019-06-28,169320000.0,-228830001.3,1.3,-59510001.30000001,-0.5365264743186571,-595.1000130000006,3437.4000000000005
2019-07-01,143630000.0,-228830001.3,1.3,-85200001.30000001,0.43169214314905413,-852.0000130000008,3694.3000000000006
2019-07-02,99160000.0,-228830001.3,1.3,-129670001.30000001,0.521948348843511,-1296.700013000001,4139.000000000001
2019-07-03,76700000.0,-228830001.3,1.3,-152130001.3,0.17320891320142207,-1521.3000130000012,4363.600000000001
2019-07-05,126430000.0,-228830001.3,1.3,-102400001.30000001,-0.3268914716035042,-1024.0000130000008,3866.3000000000006
2019-07-08,123640000.0,-228830001.3,1.3,-105190001.30000001,0.027246093404102334,-1051.9000130000009,3894.2000000000007
2019-07-09,133040000.0,-228830001.3,1.3,-95790001.30000001,-0.089362105559742,-957.9000130000007,3800.2000000000007
2019-07-10,120950000.0,-228830001.3,1.3,-107880001.30000001,0.12621359052012027,-1078.8000130000007,3921.1000000000004
2019-07-11,119550000.0,-228830001.3,1.3,-109280001.30000001,0.012977382120220593,-1092.8000130000007,3935.1000000000004
2019-07-12,86400000.0,-228830001.3,1.3,-142430001.3,0.30334919112048,-1424.300013000001,4266.6
2019-07-15,90380000.0,-228830001.3,1.3,-138450001.3,-0.02794355096309331,-1384.500013000001,4226.800000000001
2019-07-16,123390000.0,-228830001.3,1.3,-105440001.30000001,-0.23842542210218087,-1054.4000130000009,3896.7000000000007
2019-07-17,79603300.0,-228830001.3,1.3,-149226701.3,0.4152759812228872,-1492.2670130000013,4334.567000000001
2019-07-17,79603300.0,-228830001.3,1.3,-149226701.3,0.0,-1492.2670130000013,4334.567000000001
